,parameter,mean,stdev,median,mode,max_P
0,MgN_beforeCrystallization0,92.23748141224654,0.3859643456055962,92.16052549596438,91.9375,92.86839427926772
1,growth_stoichiometry_orthopyroxene0,0.4532280351670881,0.27828971977660527,0.44840752963973074,0.05625,0.027351737725828256
2,growth_stoichiometry_spinel0,0.04694784775459596,0.02889084724229013,0.044735510515751795,0.018125000000000002,0.018354429746327287
3,MgN_beforeMixing0,91.78360521345334,0.35807121303934103,91.79395139006463,91.8125,91.67418142668564
4,mixing_stoichiometry_orthopyroxene0,0.46376539188983323,0.27161269466648535,0.4800138393898281,0.00625,0.4734236144495428
5,mixing_stoichiometry_spinel0,0.05609978096443578,0.02335143688065793,0.05419688376870517,0.045625,0.08224013188243298
6,log10_tau0,8.007126615451318,0.02721304994979029,8.009299009246371,8.25,8.027884135697086
7,MgN_beforeCrystallization1,91.17225582487478,0.2570604781042729,91.1983173661802,91.3125,91.23320515917452
8,growth_stoichiometry_orthopyroxene1,0.5356854564441953,0.30385101424393096,0.5735421647557064,0.8812500000000001,0.9779228483392558
9,growth_stoichiometry_spinel1,0.025068124112026382,0.015099929405502822,0.024889899068130845,0.011875,0.005733851940889206
10,MgN_beforeMixing1,88.44309100631578,0.72739865321598,88.60538972314825,89.0625,88.5564266802627
11,mixing_stoichiometry_orthopyroxene1,0.6377429737642651,0.27031284484273554,0.7127985614857393,0.86875,0.946717330365456
12,mixing_stoichiometry_spinel1,0.048600429166305845,0.028871772855953673,0.0475349298387196,0.015625,0.02144625251484307
13,log10_tau1,3.782765563073821,2.19644774704495,3.7739016806436725,6.75,2.73743506266478
14,MgN_beforeCrystallization2,90.90787513833253,0.5293626192293911,90.80039941294413,90.5625,91.16093660425786
15,growth_stoichiometry_orthopyroxene2,0.517825335373186,0.24337905440321486,0.5181225962064495,0.53125,0.5543612730450416
16,growth_stoichiometry_spinel2,0.04726884384217108,0.02394561336792259,0.04296205292026398,0.019375,0.021942756681057208
17,MgN_beforeMixing2,88.73002568294174,0.7199263368719755,88.8796794889385,89.1875,88.2342081672598
18,mixing_stoichiometry_orthopyroxene2,0.5894710955889992,0.27438822888995335,0.6506580529289849,0.78125,0.8029198135045845
19,mixing_stoichiometry_spinel2,0.024435343565094608,0.013483657384419818,0.022730549587729024,0.023125,0.0070539842708211955
20,log10_tau2,3.7359989755780205,2.1521851627001127,3.7564245681292014,6.75,0.3558469211196167
